时间,实际交易动作,60m交易,是否持仓,大盘状态,代码,名称,现价,日线风控,客观缠论信号,60m笔方向,15分信号,区间价格对齐,决策理由,日线A中枢ZD,日线C中枢ZD,锁定ZG,15m_DIF,15m_DEA,底分型成立
2026-05-10 10:10:33,观望,观望,否,安全,000977,浪潮信息,76.48,安全,二买,向上,无信号,-,4条件未全部满足（买点但笔方向向上；15分无背驰；区间价格对齐-），继续观望,65.11,63.85,74.78,0.9089,1.0403,否
2026-05-10 10:10:33,观望,观望,否,安全,000983,山西焦煤,6.88,安全,二买,向上,无信号,-,4条件未全部满足（买点但笔方向向上；15分无背驰；区间价格对齐-），继续观望,6.86,6.94,7.07,-0.0425,-0.0439,否
2026-05-10 10:10:33,观望,买入,否,安全,000999,华润三九,25.66,日线破位,二卖+二买,向下,无信号,-,4条件未全部满足（卖点但笔方向向下；15分无背驰；区间价格对齐-），继续观望,27.61,27.31,25.89,-0.0291,-0.0235,否
2026-05-10 10:10:33,观望,卖出,否,安全,001289,龙源电力,17.15,安全,一卖+二买,向上,无信号,-,4条件未全部满足（买点但笔方向向上；15分无背驰；区间价格对齐-），继续观望,16.50,16.70,17.35,-0.0096,0.0040,否
2026-05-10 10:10:33,观望,观望,否,安全,001979,招商蛇口,9.43,安全,无信号,向上,无信号,-,4条件未全部满足（无买卖信号；15分无背驰；区间价格对齐-），继续观望,9.26,9.28,8.92,0.0676,0.0768,否
2026-05-10 10:10:33,观望,卖出,否,安全,002001,新 和 成,32.29,安全,二卖,向上,无信号,-,4条件未全部满足（15分无背驰；区间价格对齐-），继续观望,29.27,34.06,35.02,-0.1203,-0.1782,否
2026-05-10 10:10:33,观望,买入,否,安全,002007,华兰生物,14.54,日线破位,二卖+二买,向下,无信号,-,4条件未全部满足（卖点但笔方向向下；15分无背驰；区间价格对齐-），继续观望,14.94,14.68,14.57,0.0192,0.0210,否
2026-05-10 10:10:33,观望,观望,否,安全,002027,分众传媒,6.25,安全,二买,向上,无信号,-,4条件未全部满足（买点但笔方向向上；15分无背驰；区间价格对齐-），继续观望,6.16,6.22,6.43,-0.0284,-0.0254,否
2026-05-10 10:10:33,观望,观望,否,安全,002049,紫光国微,77.36,安全,二卖,向下,无信号,-,4条件未全部满足（卖点但笔方向向下；15分无背驰；区间价格对齐-），继续观望,76.93,77.21,79.09,-0.3009,-0.3881,否
2026-05-10 10:10:33,观望,观望,否,安全,002050,三花智控,51.69,安全,二买,向上,无信号,-,4条件未全部满足（买点但笔方向向上；15分无背驰；区间价格对齐-），继续观望,41.00,51.77,46.45,0.6260,0.8089,否
2026-05-10 10:10:33,观望,卖出,否,安全,002074,国轩高科,37.23,安全,二卖+二买,向上,无信号,-,4条件未全部满足（买点但笔方向向上；15分无背驰；区间价格对齐-），继续观望,36.37,34.98,38.20,-0.2036,-0.1451,否
2026-05-10 10:10:33,观望,买入,否,安全,002129,TCL中环,8.93,安全,二买,向下,无信号,-,4条件未全部满足（15分无背驰；区间价格对齐-），继续观望,8.56,8.61,9.12,0.0234,0.0157,否
2026-05-10 10:10:33,观望,观望,否,安全,002142,宁波银行,32.05,安全,二卖,向下,无信号,-,4条件未全部满足（卖点但笔方向向下；15分无背驰；区间价格对齐-），继续观望,30.77,31.74,32.89,-0.1556,-0.1667,否
2026-05-10 10:10:33,观望,买入,否,安全,002179,中航光电,36.92,安全,二买,向下,无信号,-,4条件未全部满足（15分无背驰；区间价格对齐-），继续观望,36.40,35.27,36.51,0.0906,0.0519,否
2026-05-10 10:10:33,观望,观望,否,安全,002180,奔图科技,18.40,安全,无信号,向下,无信号,-,4条件未全部满足（无买卖信号；15分无背驰；区间价格对齐-），继续观望,18.27,18.05,18.79,-0.0425,-0.0670,否
2026-05-10 10:10:33,观望,观望,否,安全,002202,金风科技,28.49,安全,二买,向上,无信号,-,4条件未全部满足（买点但笔方向向上；15分无背驰；区间价格对齐-），继续观望,25.34,27.50,28.35,0.1055,0.1087,否
2026-05-10 10:10:33,观望,观望,否,安全,002230,科大讯飞,49.91,安全,二买,向上,无信号,-,4条件未全部满足（买点但笔方向向上；15分无背驰；区间价格对齐-），继续观望,48.19,48.64,50.19,0.0614,0.1158,否
2026-05-10 10:10:33,观望,卖出,否,安全,002236,大华股份,18.17,安全,二卖+二买,向上,无信号,-,4条件未全部满足（买点但笔方向向上；15分无背驰；区间价格对齐-），继续观望,18.00,17.97,18.43,-0.0398,-0.0361,否
2026-05-10 10:10:33,观望,观望,否,安全,002241,歌尔股份,25.50,安全,二买,向上,无信号,-,4条件未全部满足（买点但笔方向向上；15分无背驰；区间价格对齐-），继续观望,22.55,24.12,25.18,0.0785,0.0798,否
2026-05-10 10:10:33,观望,观望,否,安全,002252,上海莱士,5.68,安全,二卖,向下,无信号,-,4条件未全部满足（卖点但笔方向向下；15分无背驰；区间价格对齐-），继续观望,5.75,5.52,5.71,0.0286,0.0290,否
2026-05-10 10:10:33,观望,观望,否,安全,002271,东方雨虹,16.22,安全,二买,向上,无信号,-,4条件未全部满足（买点但笔方向向上；15分无背驰；区间价格对齐-），继续观望,16.19,15.12,16.28,0.0524,0.0689,否
2026-05-10 10:10:33,观望,卖出,否,安全,002304,洋河股份,48.30,日线破位,二卖+一买,向上,无信号,-,4条件未全部满足（买点但笔方向向上；15分无背驰；区间价格对齐-），继续观望,49.53,49.53,50.19,-0.1038,-0.1142,否
2026-05-10 10:10:33,观望,卖出,否,安全,002311,海大集团,46.50,日线破位,二卖+二买,向上,底背驰,否,4条件未全部满足（买点但笔方向向上；15分底背驰非顶背驰；区间价格对齐否），继续观望,49.81,47.65,49.17,-0.3698,-0.4247,否
2026-05-10 10:10:33,观望,买入,否,安全,002352,顺丰控股,37.70,安全,二买,向下,无信号,-,4条件未全部满足（15分无背驰；区间价格对齐-），继续观望,37.31,36.66,37.94,0.0954,0.0969,否
2026-05-10 10:10:33,观望,卖出,否,安全,002371,北方华创,540.79,安全,二卖+二买,向上,无信号,-,4条件未全部满足（买点但笔方向向上；15分无背驰；区间价格对齐-），继续观望,450.01,471.00,556.71,-2.2559,-1.8419,否
2026-05-10 10:10:33,观望,卖出,否,安全,002410,广联达,11.35,安全,三卖+二买,向上,无信号,-,4条件未全部满足（买点但笔方向向上；15分无背驰；区间价格对齐-），继续观望,10.93,11.33,11.65,0.0261,0.0439,否
2026-05-10 10:10:33,观望,买入,是,安全,002415,海康威视,35.55,安全,二买+三买,向下,无信号,-,4条件未全部满足（15分无背驰；区间价格对齐-），继续观望,31.96,33.30,33.87,-0.1198,-0.1429,否
2026-05-10 10:10:33,观望,买入,否,安全,002459,晶澳科技,10.94,安全,二买,向下,无信号,-,4条件未全部满足（15分无背驰；区间价格对齐-），继续观望,10.92,10.78,11.02,0.0264,0.0053,否
2026-05-10 10:10:33,观望,卖出,否,安全,002460,赣锋锂业,84.77,安全,二卖,向上,无信号,-,4条件未全部满足（15分无背驰；区间价格对齐-），继续观望,79.00,80.84,85.74,-0.9319,-0.8719,否
2026-05-10 10:10:33,观望,卖出,否,安全,002466,天齐锂业,76.05,安全,二卖,向上,无信号,-,4条件未全部满足（15分无背驰；区间价格对齐-），继续观望,66.97,71.07,80.83,-0.7547,-0.6997,否
2026-05-10 10:10:33,观望,观望,否,安全,002475,立讯精密,71.29,安全,无信号,向下,顶背驰,否,4条件未全部满足（无买卖信号；区间价格对齐否），继续观望,55.40,66.50,69.48,0.7185,0.7011,否
2026-05-10 10:10:33,观望,卖出,否,安全,002493,荣盛石化,12.90,安全,二卖+二买,向上,无信号,-,4条件未全部满足（买点但笔方向向上；15分无背驰；区间价格对齐-），继续观望,11.61,11.77,13.16,-0.0602,-0.0940,否
2026-05-10 10:10:33,观望,观望,否,安全,002555,三七互娱,22.35,安全,无信号,向下,无信号,-,4条件未全部满足（无买卖信号；15分无背驰；区间价格对齐-），继续观望,21.20,21.77,23.13,0.1024,0.1286,否
2026-05-10 10:10:33,观望,观望,否,安全,002594,比亚迪,100.02,安全,二卖,向下,无信号,-,4条件未全部满足（卖点但笔方向向下；15分无背驰；区间价格对齐-），继续观望,97.38,98.70,104.00,-0.1725,-0.2127,否
2026-05-10 10:10:33,观望,观望,否,安全,002601,龙佰集团,16.66,安全,二卖,向下,无信号,-,4条件未全部满足（卖点但笔方向向下；15分无背驰；区间价格对齐-），继续观望,16.42,16.35,17.17,-0.0050,-0.0346,否
2026-05-10 10:10:33,观望,观望,否,安全,002603,以岭药业,17.33,安全,无信号,向下,无信号,-,4条件未全部满足（无买卖信号；15分无背驰；区间价格对齐-），继续观望,17.22,16.85,17.22,0.0382,0.0380,否
2026-05-10 10:10:33,观望,观望,否,安全,002648,卫星化学,26.66,安全,二卖,向下,无信号,-,4条件未全部满足（卖点但笔方向向下；15分无背驰；区间价格对齐-），继续观望,26.52,26.03,27.05,-0.2732,-0.3509,否
2026-05-10 10:10:33,观望,卖出,否,安全,002709,天赐材料,58.41,安全,二卖+二买,向上,无信号,-,4条件未全部满足（买点但笔方向向上；15分无背驰；区间价格对齐-），继续观望,42.71,48.60,63.40,-0.8211,-0.5876,否
2026-05-10 10:10:33,观望,卖出,否,安全,002714,牧原股份,43.51,安全,二卖,向上,无信号,-,4条件未全部满足（15分无背驰；区间价格对齐-），继续观望,42.30,42.65,44.00,-0.1746,-0.1626,否
2026-05-10 10:10:33,观望,观望,否,安全,002736,国信证券,10.75,日线破位,无信号,向下,无信号,-,4条件未全部满足（无买卖信号；15分无背驰；区间价格对齐-），继续观望,11.05,11.05,10.96,-0.0108,-0.0135,否
2026-05-10 10:10:33,观望,卖出,否,安全,002812,恩捷股份,81.27,安全,二卖+二买,向上,无信号,-,4条件未全部满足（买点但笔方向向上；15分无背驰；区间价格对齐-），继续观望,59.65,64.13,85.89,-0.9496,-0.9063,否
2026-05-10 10:10:33,观望,观望,否,安全,002821,凯莱英,123.58,安全,无信号,向上,无信号,-,4条件未全部满足（无买卖信号；15分无背驰；区间价格对齐-），继续观望,105.91,120.80,128.99,-0.7421,-0.5624,否
2026-05-10 10:10:33,观望,买入,否,安全,002841,视源股份,37.65,安全,二卖+二买,向下,无信号,-,4条件未全部满足（卖点但笔方向向下；15分无背驰；区间价格对齐-），继续观望,37.62,37.68,37.57,0.0810,0.0973,否
2026-05-10 10:10:33,观望,买入,否,安全,002916,深南电路,320.37,安全,二卖+二买,向下,无信号,-,4条件未全部满足（卖点但笔方向向下；15分无背驰；区间价格对齐-），继续观望,243.50,302.00,320.00,-0.7744,-0.4587,否
2026-05-10 10:10:33,观望,观望,否,安全,002920,德赛西威,105.05,安全,二买,向上,无信号,-,4条件未全部满足（买点但笔方向向上；15分无背驰；区间价格对齐-），继续观望,104.88,103.79,108.15,0.1805,0.2732,否
2026-05-10 10:10:33,观望,买入,否,安全,002938,鹏鼎控股,75.54,安全,二卖+二买,向下,无信号,-,4条件未全部满足（卖点但笔方向向下；15分无背驰；区间价格对齐-），继续观望,53.93,54.66,76.95,0.1013,0.1178,否
2026-05-10 10:10:33,观望,买入,否,安全,003816,中国广核,4.68,安全,二卖+二买,向下,无信号,-,4条件未全部满足（卖点但笔方向向下；15分无背驰；区间价格对齐-），继续观望,4.07,4.45,4.67,0.0166,0.0171,否
2026-05-10 10:10:33,观望,卖出,否,安全,300014,亿纬锂能,69.90,安全,二卖,向上,底背驰,否,4条件未全部满足（15分底背驰非顶背驰；区间价格对齐否），继续观望,67.50,69.50,71.11,-0.7139,-0.5995,否
2026-05-10 10:10:33,观望,卖出,否,安全,300015,爱尔眼科,10.55,安全,二卖,向上,无信号,-,4条件未全部满足（15分无背驰；区间价格对齐-），继续观望,10.56,10.31,10.81,-0.0216,-0.0242,否
2026-05-10 10:10:33,观望,卖出,否,安全,300033,同花顺,244.56,安全,二卖+二买,向上,无信号,-,4条件未全部满足（买点但笔方向向上；15分无背驰；区间价格对齐-），继续观望,244.78,227.02,247.98,0.0486,0.1828,否
2026-05-10 10:10:33,观望,买入,否,安全,300059,东方财富,20.49,安全,二买,向下,无信号,-,4条件未全部满足（15分无背驰；区间价格对齐-），继续观望,20.77,19.80,20.95,-0.0474,-0.0444,否
2026-05-10 10:10:33,观望,卖出,否,安全,300122,智飞生物,15.47,安全,一卖+二买,向上,无信号,-,4条件未全部满足（买点但笔方向向上；15分无背驰；区间价格对齐-），继续观望,14.93,15.41,15.58,0.0267,0.0304,否
2026-05-10 10:10:33,观望,买入,否,安全,300124,汇川技术,75.00,安全,二买,向下,无信号,-,4条件未全部满足（15分无背驰；区间价格对齐-），继续观望,69.89,73.39,70.41,0.2899,0.4674,否
2026-05-10 10:10:33,观望,买入,否,安全,300142,沃森生物,13.35,安全,二买,向下,无信号,-,4条件未全部满足（15分无背驰；区间价格对齐-），继续观望,12.49,12.19,13.14,0.0460,0.0494,否
2026-05-10 10:10:33,观望,观望,否,安全,300223,北京君正,133.88,安全,二卖,向下,无信号,-,4条件未全部满足（卖点但笔方向向下；15分无背驰；区间价格对齐-），继续观望,126.73,118.04,139.31,-0.4940,-0.4374,否
2026-05-10 10:10:33,观望,买入,否,安全,300274,阳光电源,139.85,安全,二买,向下,无信号,-,4条件未全部满足（15分无背驰；区间价格对齐-），继续观望,136.10,131.36,136.28,0.0329,0.2047,否
2026-05-10 10:10:33,观望,买入,否,安全,300308,中际旭创,886.00,安全,二买,向下,无信号,-,4条件未全部满足（15分无背驰；区间价格对齐-），继续观望,567.01,577.00,889.00,4.7992,5.0372,否
2026-05-10 10:10:33,观望,买入,否,安全,300316,晶盛机电,45.98,安全,二买,向下,无信号,-,4条件未全部满足（15分无背驰；区间价格对齐-），继续观望,40.52,44.80,44.24,0.1739,0.2115,否
2026-05-10 10:10:33,观望,卖出,否,安全,300347,泰格医药,51.16,安全,二卖,向上,无信号,-,4条件未全部满足（15分无背驰；区间价格对齐-），继续观望,49.30,50.58,56.77,-0.5423,-0.5654,否
2026-05-10 10:10:33,观望,卖出,否,安全,300408,三环集团,86.30,安全,二卖+二买,向上,无信号,-,4条件未全部满足（买点但笔方向向上；15分无背驰；区间价格对齐-），继续观望,53.16,63.18,86.99,0.0948,-0.0143,否
2026-05-10 10:10:33,观望,买入,否,安全,300413,芒果超媒,20.22,日线破位,二买,向下,无信号,-,4条件未全部满足（15分无背驰；区间价格对齐-），继续观望,20.31,20.24,19.92,0.0766,0.0895,否
2026-05-10 10:10:33,观望,买入,否,安全,300433,蓝思科技,28.55,安全,二卖+二买,向下,无信号,-,4条件未全部满足（卖点但笔方向向下；15分无背驰；区间价格对齐-），继续观望,27.83,27.67,29.19,0.3500,0.3658,否
2026-05-10 10:10:33,观望,卖出,否,安全,300450,先导智能,54.75,安全,二卖+二买,向上,无信号,-,4条件未全部满足（买点但笔方向向上；15分无背驰；区间价格对齐-），继续观望,51.11,52.11,56.85,-0.3381,-0.2593,否
2026-05-10 10:10:33,观望,观望,否,安全,300454,深信服,123.52,安全,二买,向上,无信号,-,4条件未全部满足（买点但笔方向向上；15分无背驰；区间价格对齐-），继续观望,107.00,112.71,128.37,-0.2941,0.0105,否
2026-05-10 10:10:33,观望,买入,否,安全,300496,中科创达,66.80,安全,一卖+二买,向下,无信号,-,4条件未全部满足（卖点但笔方向向下；15分无背驰；区间价格对齐-），继续观望,66.22,64.87,64.66,0.2680,0.3402,否
2026-05-10 10:10:33,观望,卖出,否,安全,300498,温氏股份,16.06,安全,二卖+二买,向上,底背驰,否,4条件未全部满足（买点但笔方向向上；15分底背驰非顶背驰；区间价格对齐否），继续观望,15.33,16.43,16.64,-0.0751,-0.0745,否
2026-05-10 10:10:33,观望,买入,否,安全,300628,亿联网络,37.42,安全,二买,向下,无信号,-,4条件未全部满足（15分无背驰；区间价格对齐-），继续观望,35.93,36.11,37.04,0.1043,0.0543,否
2026-05-10 10:10:33,观望,观望,否,安全,300661,圣邦股份,88.40,安全,二卖,向下,无信号,-,4条件未全部满足（卖点但笔方向向下；15分无背驰；区间价格对齐-），继续观望,81.35,80.10,90.99,-0.3387,-0.3578,否
2026-05-10 10:10:33,观望,卖出,否,安全,300750,宁德时代,437.00,安全,二卖+二买,向上,无信号,-,4条件未全部满足（买点但笔方向向上；15分无背驰；区间价格对齐-），继续观望,396.77,425.10,449.50,-3.8119,-3.0516,否
2026-05-10 10:10:33,观望,买入,否,安全,300751,迈为股份,269.51,安全,二买,向下,无信号,-,4条件未全部满足（15分无背驰；区间价格对齐-），继续观望,266.03,245.01,252.88,2.8970,3.2710,否
2026-05-10 10:10:33,观望,卖出,否,安全,300759,康龙化成,27.21,安全,二卖,向上,无信号,-,4条件未全部满足（15分无背驰；区间价格对齐-），继续观望,25.67,28.44,28.25,-0.2428,-0.2566,否
2026-05-10 10:10:33,观望,买入,否,安全,300760,迈瑞医疗,170.61,安全,二买,向下,无信号,-,4条件未全部满足（15分无背驰；区间价格对齐-），继续观望,165.17,157.60,169.88,-0.1144,0.0215,否
2026-05-10 10:10:33,观望,观望,否,安全,300763,锦浪科技,98.23,安全,二买,向上,无信号,-,4条件未全部满足（买点但笔方向向上；15分无背驰；区间价格对齐-），继续观望,86.01,96.30,99.38,0.1355,0.1787,否
2026-05-10 10:10:33,观望,买入,否,安全,300782,卓胜微,103.80,安全,二买,向下,无信号,-,4条件未全部满足（15分无背驰；区间价格对齐-），继续观望,79.70,99.81,105.50,-0.0216,0.2725,否
2026-05-10 10:10:33,观望,买入,否,安全,300896,爱美客,118.00,安全,二卖+二买,向下,无信号,-,4条件未全部满足（卖点但笔方向向下；15分无背驰；区间价格对齐-），继续观望,116.99,113.01,118.69,0.3861,0.3574,否
2026-05-10 10:10:33,观望,卖出,否,安全,300919,中伟新材,60.94,安全,二卖+二买,向上,无信号,-,4条件未全部满足（买点但笔方向向上；15分无背驰；区间价格对齐-），继续观望,51.85,53.70,64.71,-0.7128,-0.6068,否
2026-05-10 10:10:33,观望,买入,否,安全,300957,贝泰妮,42.07,安全,二卖+二买,向下,无信号,-,4条件未全部满足（卖点但笔方向向下；15分无背驰；区间价格对齐-），继续观望,41.58,41.33,42.08,0.0322,0.0564,否
2026-05-10 10:10:33,观望,买入,否,安全,300979,华利集团,37.96,日线破位,二卖+二买,向下,底背驰,否,4条件未全部满足（卖点但笔方向向下；15分底背驰非顶背驰；区间价格对齐否），继续观望,42.89,42.55,38.49,-0.0490,-0.0552,否
2026-05-10 10:10:33,观望,观望,否,安全,300999,金龙鱼,28.51,安全,二卖,向下,无信号,-,4条件未全部满足（卖点但笔方向向下；15分无背驰；区间价格对齐-），继续观望,28.72,28.09,28.87,0.0058,-0.0038,否
2026-05-10 10:10:33,观望,买入,否,安全,301269,华大九天,92.20,安全,二买,向下,无信号,-,4条件未全部满足（15分无背驰；区间价格对齐-），继续观望,102.67,83.00,92.70,0.1564,0.2718,否
2026-05-10 10:10:33,观望,卖出,否,安全,600000,浦发银行,9.07,日线破位,二卖+一买,向上,无信号,-,4条件未全部满足（买点但笔方向向上；15分无背驰；区间价格对齐-），继续观望,9.91,9.78,9.39,-0.0231,-0.0246,否
2026-05-10 10:10:33,观望,买入,否,安全,600009,上海机场,27.19,日线破位,二买,向下,无信号,-,4条件未全部满足（15分无背驰；区间价格对齐-），继续观望,27.29,27.29,27.44,-0.0246,-0.0242,否
2026-05-10 10:10:33,观望,买入,否,安全,600010,包钢股份,2.77,安全,二买,向下,无信号,-,4条件未全部满足（15分无背驰；区间价格对齐-），继续观望,2.74,2.56,2.79,-0.0022,-0.0051,否
2026-05-10 10:10:33,观望,买入,否,安全,600011,华能国际,7.26,安全,二买,向下,无信号,-,4条件未全部满足（15分无背驰；区间价格对齐-），继续观望,7.00,7.25,7.03,0.0134,0.0188,否
2026-05-10 10:10:33,观望,观望,否,安全,600015,华夏银行,6.66,安全,一卖,向下,无信号,-,4条件未全部满足（卖点但笔方向向下；15分无背驰；区间价格对齐-），继续观望,6.76,6.41,7.23,-0.0152,-0.0222,否
